ilan_no,room,salon,brut_m2,net_m2,floor_location,building_age,building_floor,compliance_with_loan,bathroom_amount,building_type,fuel_type,price,il,ilce,mahalle,home_link

135976-21,3,1,170,150,1,19,5,True,2,Betonarme,Doğalgaz,,Mersin(İçel),Yenişehir,Hürriyet,https://www.hepsiemlak.com//en/antalya-konyaalti-altinkum-satilik/daire/132406-13

103487-458,3,1,110,100,Giriş Katı,15,4,True,1,Betonarme,Doğalgaz,1710000,Ankara,Çankaya,Hilal,https://www.hepsiemlak.com//en/ankara-cankaya-hilal-satilik/daire/103487-458

103487-458,3,1,110,100,Giriş Katı,15,4,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,Hilal,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/112119-1731

103487-458,3,1,110,100,Giriş Katı,15,4,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,Hilal,https://www.hepsiemlak.com//en/ankara-etimesgut-atayurt-satilik/daire/97895-1358

114868-158,3,1,135,110,En Üst Kat,4,4,True,1,Betonarme,Doğalgaz,1149000,Ankara,Altındağ,Beşikkaya,https://www.hepsiemlak.com//en/ankara-altindag-besikkaya-satilik/daire/114868-158

114868-158,3,1,135,110,En Üst Kat,4,4,True,1,Betonarme,Doğalgaz,,Ankara,Altındağ,Beşikkaya,https://www.hepsiemlak.com//en/istanbul-sisli-fulya-satilik/daire/1046-3223

114868-158,3,1,135,110,En Üst Kat,4,4,True,1,Betonarme,Doğalgaz,,Ankara,Altındağ,Beşikkaya,https://www.hepsiemlak.com//en/ankara-sincan-pinarbasi-satilik/daire/126490-821

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,4500000,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/mugla-marmaris-armutalan-satilik/daire/72638-4019

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/ankara-etimesgut-ayyildiz-satilik/daire/114841-1089

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/aydin-didim-efeler-satilik/daire/23087-5929

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/ankara-kecioren-ovacik-satilik/daire/115614-1398

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/tekirdag-suleymanpasa-hurriyet-satilik/daire/87633-1100

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/duzce-merkez-kultur-satilik/daire/110529-385

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/antalya-alanya-kargicak-satilik/daire/133112-36

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/ankara-cankaya-akpinar-satilik/daire/22114-2077

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/denizli-merkezefendi-semikler-satilik/daire/102131-11216

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/ankara-sincan-ahi-evran-satilik/daire/130172-2492

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/128648-407

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/ankara-sincan-ataturk-satilik/daire/120171-1040

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/istanbul-beylikduzu-dereagzi-satilik/daire/133406-172

72638-4019,4,1,200,150,Giriş Katı,21,4,True,2,Betonarme,Doğalgaz,,Muğla,Marmaris,Armutalan,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/135996-40

5702-11480,3,1,125,90,6,4,14,True,1,Betonarme,Doğalgaz,7050000,İstanbul,Kadıköy,19Mayıs,https://www.hepsiemlak.com//en/istanbul-kadikoy-19-mayis-satilik/daire/5702-11480

5702-11480,3,1,125,90,6,4,14,True,1,Betonarme,Doğalgaz,,İstanbul,Kadıköy,19Mayıs,https://www.hepsiemlak.com//en/ankara-etimesgut-piyade-satilik/daire/37640-8452

5702-11480,3,1,125,90,6,4,14,True,1,Betonarme,Doğalgaz,,İstanbul,Kadıköy,19Mayıs,https://www.hepsiemlak.com//en/ankara-mamak-kazim-orbay-satilik/daire/53138-10263

132083-166,2,1,120,115,1,4,4,True,2,Betonarme,Doğalgaz,1750000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/132083-166

132083-166,2,1,120,115,1,4,4,True,2,Betonarme,Doğalgaz,,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/aydin-kusadasi-davutlar-satilik/daire/133456-51

129913-150,3,1,140,130,Yüksek Giriş,12,4,True,2,Betonarme,Kömür-Odun,1750000,Balıkesir,Edremit,Altınkum,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/129913-150

129913-150,3,1,140,130,Yüksek Giriş,12,4,True,2,Betonarme,Kömür-Odun,,Balıkesir,Edremit,Altınkum,https://www.hepsiemlak.com//en/balikesir-edremit-hamidiye-satilik/daire/109510-1234

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,6600000,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/istanbul-maltepe-feyzullah-satilik/daire/79040-4029

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/123906-2181

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/konya-eregli-cahi-satilik/daire/132760-39

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/antalya-kepez-mehmet-akif-ersoy-satilik/daire/103169-985

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/konya-karatay-ulubatlihasan-satilik/daire/66538-1144

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/ankara-kecioren-etlik-satilik/daire/75812-470

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/antalya-muratpasa-meydankavagi-satilik/daire/74238-8914

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/aydin-didim-yeni-satilik/daire/126314-184

79040-4029,3,1,130,115,5,2,9,True,1,Betonarme,Doğalgaz,,İstanbul,Maltepe,Feyzullah,https://www.hepsiemlak.com//en/tekirdag-corlu-zafer-satilik/daire/38943-1774

1350-5596,3,1,125,120,1,15,3,True,1,Betonarme,Doğalgaz,1595000,Ankara,Pursaklar,Fatih,https://www.hepsiemlak.com//en/ankara-pursaklar-fatih-satilik/daire/1350-5596

1350-5596,3,1,125,120,1,15,3,True,1,Betonarme,Doğalgaz,,Ankara,Pursaklar,Fatih,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/120082-709

116190-597,3,1,125,100,3,26,5,True,1,Betonarme,Doğalgaz,1090000,Tekirdağ,Süleymanpaşa,Altınova,https://www.hepsiemlak.com//en/tekirdag-suleymanpasa-altinova-satilik/daire/116190-597

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,2400000,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/istanbul-bahcelievler-siyavuspasa-satilik/daire/53569-3025

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/istanbul-kucukcekmece-atakent-satilik/daire/45799-2708

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/denizli-merkezefendi-sirakapilar-satilik/daire/131446-210

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/izmir-torbali-ataturk-satilik/daire/0-40373163

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/adana-saricam-balcali-satilik/daire/78414-29162

53569-3025,3,1,125,120,3,26,6,True,1,Betonarme,Doğalgaz,,İstanbul,Bahçelievler,Siyavuşpaşa,https://www.hepsiemlak.com//en/ankara-kecioren-ayvali-satilik/daire/56586-3041

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,1850000,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/aydin-didim-efeler-satilik/daire/102450-1018

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/istanbul-beylikduzu-marmara-satilik/daire/79621-2930

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/ankara-kecioren-pinarbasi-satilik/daire/2640-3038

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/edirne-merkez-sukrupasa-satilik/daire/109966-130

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/mersinicel-yenisehir-guvenevler-satilik/daire/6392-1193

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/istanbul-eyupsultan-gokturk-merkez-satilik/daire/32820-4103

102450-1018,3,1,105,100,Ara Kat,6,3,True,1,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/kocaeli-golcuk-merkez-satilik/daire/92348-808

117663-1362,3,1,130,125,2,40,4,True,1,Betonarme,Elektrik,1790000,İzmir,Karabağlar,Bahçelievler,https://www.hepsiemlak.com//en/izmir-karabaglar-bahcelievler-satilik/daire/117663-1362

117663-1362,3,1,130,125,2,40,4,True,1,Betonarme,Elektrik,,İzmir,Karabağlar,Bahçelievler,https://www.hepsiemlak.com//en/ankara-cankaya-kirkkonaklar-satilik/daire/8262-261

117663-1362,3,1,130,125,2,40,4,True,1,Betonarme,Elektrik,,İzmir,Karabağlar,Bahçelievler,https://www.hepsiemlak.com//en/kocaeli-golcuk-piyalepasa-satilik/daire/48529-929

135689-12,1,1,60,50,4,0,4,True,1,Betonarme,Doğalgaz,650000,Kars,Merkez,Yeni,https://www.hepsiemlak.com//en/kars-merkez-yeni-satilik/daire/135689-12

70698-1477,3,1,175,170,En Üst Kat,10,3,True,10,Betonarme,Elektrik,2050000,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/aydin-didim-efeler-satilik/daire/70698-1477

70698-1477,3,1,175,170,En Üst Kat,10,3,True,10,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/mersinicel-mezitli-akdeniz-satilik/daire/31892-9074

70698-1477,3,1,175,170,En Üst Kat,10,3,True,10,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/denizli-merkezefendi-degirmenonu-satilik/daire/114752-659

70698-1477,3,1,175,170,En Üst Kat,10,3,True,10,Betonarme,Elektrik,,Aydın,Didim,Efeler,https://www.hepsiemlak.com//en/ankara-cankaya-aziziye-satilik/daire/13861-2444

62574-2965,2,1,105,85,6,0,6,True,1,Betonarme,Elektrik,2000000,Ankara,Mamak,Türközü,https://www.hepsiemlak.com//en/ankara-mamak-turkozu-satilik/daire/62574-2965

62574-2965,2,1,105,85,6,0,6,True,1,Betonarme,Elektrik,,Ankara,Mamak,Türközü,https://www.hepsiemlak.com//en/ankara-cankaya-seyranbaglari-satilik/daire/26985-2826

45396-2061,1,1,55,45,Ara Kat,4,3,True,1,Betonarme,Doğalgaz,875000,Balıkesir,Bandırma,Paşamescit,https://www.hepsiemlak.com//en/balikesir-bandirma-pasamescit-satilik/daire/45396-2061

45396-2061,1,1,55,45,Ara Kat,4,3,True,1,Betonarme,Doğalgaz,,Balıkesir,Bandırma,Paşamescit,https://www.hepsiemlak.com//en/istanbul-bahcelievler-siyavuspasa-satilik/daire/1599-10230

45396-2061,1,1,55,45,Ara Kat,4,3,True,1,Betonarme,Doğalgaz,,Balıkesir,Bandırma,Paşamescit,https://www.hepsiemlak.com//en/kocaeli-basiskele-atakent-satilik/daire/51247-1312

45396-2061,1,1,55,45,Ara Kat,4,3,True,1,Betonarme,Doğalgaz,,Balıkesir,Bandırma,Paşamescit,https://www.hepsiemlak.com//en/izmir-buca-yenigun-satilik/daire/24511-8144

135785-20,2,1,105,90,1,4,5,True,2,Betonarme,Doğalgaz,3095000,İstanbul,Beylikdüzü,Kavaklı,https://www.hepsiemlak.com//en/istanbul-beylikduzu-kavakli-satilik/daire/135785-20

78825-581,3,1,150,130,Ara Kat,30,4,True,1,Betonarme,Doğalgaz,685000,Konya,Meram,Sahibiata,https://www.hepsiemlak.com//en/konya-meram-sahibiata-satilik/daire/78825-581

78825-581,3,1,150,130,Ara Kat,30,4,True,1,Betonarme,Doğalgaz,,Konya,Meram,Sahibiata,https://www.hepsiemlak.com//en/edirne-merkez-yancikci-sahin-satilik/daire/122738-228

130887-16,2,1,90,80,3,0,4,True,1,Betonarme,Doğalgaz,1450000,Bartın,Merkez,Çaydüzü,https://www.hepsiemlak.com//en/bartin-merkez-cayduzu-satilik/daire/130887-16

130887-16,2,1,90,80,3,0,4,True,1,Betonarme,Doğalgaz,,Bartın,Merkez,Çaydüzü,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/128212-123

130887-16,2,1,90,80,3,0,4,True,1,Betonarme,Doğalgaz,,Bartın,Merkez,Çaydüzü,https://www.hepsiemlak.com//en/izmir-konak-murat-reis-satilik/daire/136408-5

130887-16,2,1,90,80,3,0,4,True,1,Betonarme,Doğalgaz,,Bartın,Merkez,Çaydüzü,https://www.hepsiemlak.com//en/ankara-cankaya-alacaatli-satilik/daire/2888-14740

134665-184,3,1,130,120,1,15,3,True,1,Betonarme,Doğalgaz,1349000,Ankara,Keçiören,Sancaktepe,https://www.hepsiemlak.com//en/ankara-kecioren-sancaktepe-satilik/daire/134665-184

135976-16,3,1,130,105,3,0,8,True,2,Betonarme,Elektrik,3100000,Mersin(İçel),Yenişehir,50.Yıl,https://www.hepsiemlak.com//en/mersinicel-yenisehir-50-yil-satilik/daire/135976-16

135734-20,3,1,110,100,Yüksek Giriş,15,3,True,1,Betonarme,Doğalgaz,1199999,Ankara,Keçiören,Uyanış,https://www.hepsiemlak.com//en/ankara-kecioren-uyanis-satilik/daire/135734-20

132406-1,5,1,150,144,Yüksek Giriş,3,2,True,2,Betonarme,Doğalgaz,2700000,Antalya,Muratpaşa,Güzeloba,https://www.hepsiemlak.com//en/antalya-muratpasa-guzeloba-satilik/daire/132406-1

132406-1,5,1,150,144,Yüksek Giriş,3,2,True,2,Betonarme,Doğalgaz,,Antalya,Muratpaşa,Güzeloba,https://www.hepsiemlak.com//en/antalya-muratpasa-muratpasa-satilik/daire/8560-1984

132406-1,5,1,150,144,Yüksek Giriş,3,2,True,2,Betonarme,Doğalgaz,,Antalya,Muratpaşa,Güzeloba,https://www.hepsiemlak.com//en/istanbul-esenyurt-gokevler-satilik/daire/49474-2850

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,7300000,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/istanbul-kadikoy-kozyatagi-satilik/daire/14946-12100

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/istanbul-sisli-eskisehir-satilik/daire/45828-1783

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/karaman-merkez-yunus-emre-satilik/daire/128752-752

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/ankara-mamak-ege-satilik/daire/112265-1479

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/eskisehir-odunpazari-71-evler-satilik/daire/120917-695

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/balikesir-bandirma-600-evler-satilik/daire/67925-2176

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/aydin-didim-camlik-satilik/daire/4519-3849

14946-12100,3,1,135,95,6,0,8,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Kozyatağı,https://www.hepsiemlak.com//en/zonguldak-kozlu-esenkoy-satilik/daire/106291-542

19404-5180,3,1,135,110,5,28,5,True,1,Betonarme,Doğalgaz,1975000,İstanbul,Tuzla,Yayla,https://www.hepsiemlak.com//en/istanbul-tuzla-yayla-satilik/daire/19404-5180

130172-2491,3,1,170,130,7,12,9,True,1,Betonarme,Doğalgaz,1525000,Ankara,Sincan,Malazgirt,https://www.hepsiemlak.com//en/ankara-sincan-malazgirt-satilik/daire/130172-2491

130172-2491,3,1,170,130,7,12,9,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,Malazgirt,https://www.hepsiemlak.com//en/denizli-merkezefendi-mehmet-akif-ersoy-satilik/daire/102131-11215

130172-2491,3,1,170,130,7,12,9,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,Malazgirt,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/128648-405

130172-2491,3,1,170,130,7,12,9,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,Malazgirt,https://www.hepsiemlak.com//en/istanbul-kadikoy-erenkoy-satilik/daire/5702-11426

120171-1004,3,1,130,120,Yüksek Giriş,16,4,True,1,Betonarme,Doğalgaz,1339000,Ankara,Sincan,Plevne,https://www.hepsiemlak.com//en/ankara-sincan-plevne-satilik/daire/120171-1004

120171-1004,3,1,130,120,Yüksek Giriş,16,4,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,Plevne,https://www.hepsiemlak.com//en/ankara-kecioren-yayla-satilik/daire/133497-78

122925-309,3,1,160,140,1,1,4,True,2,Betonarme,Doğalgaz,2250000,Samsun,Atakum,Küçükkolpınar,https://www.hepsiemlak.com//en/samsun-atakum-kucukkolpinar-satilik/daire/122925-309

122925-309,3,1,160,140,1,1,4,True,2,Betonarme,Doğalgaz,,Samsun,Atakum,Küçükkolpınar,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/132083-147

122925-309,3,1,160,140,1,1,4,True,2,Betonarme,Doğalgaz,,Samsun,Atakum,Küçükkolpınar,https://www.hepsiemlak.com//en/balikesir-edremit-altinkum-satilik/daire/129913-149

122925-309,3,1,160,140,1,1,4,True,2,Betonarme,Doğalgaz,,Samsun,Atakum,Küçükkolpınar,https://www.hepsiemlak.com//en/ankara-mamak-cengizhan-satilik/daire/53138-10191

69365-3421,3,1,120,110,2,19,4,True,1,Betonarme,Doğalgaz,880000,Ankara,Sincan,MareşalÇakmak,https://www.hepsiemlak.com//en/ankara-sincan-maresal-cakmak-satilik/daire/69365-3421

69365-3421,3,1,120,110,2,19,4,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,MareşalÇakmak,https://www.hepsiemlak.com//en/istanbul-kadikoy-bostanci-satilik/daire/79040-4016

69365-3421,3,1,120,110,2,19,4,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,MareşalÇakmak,https://www.hepsiemlak.com//en/konya-eregli-mehmet-akif-satilik/daire/132760-32

69365-3421,3,1,120,110,2,19,4,True,1,Betonarme,Doğalgaz,,Ankara,Sincan,MareşalÇakmak,https://www.hepsiemlak.com//en/balikesir-edremit-hamidiye-satilik/daire/109510-1191

123906-2017,2,1,110,100,2,0,3,True,2,Betonarme,Kömür-Odun,1800000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/123906-2017

123906-2017,2,1,110,100,2,0,3,True,2,Betonarme,Kömür-Odun,,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/antalya-kepez-ayanoglu-satilik/daire/103169-823

45647-311,4,1,230,225,5,80,6,True,3,Kagir,Doğalgaz,36000000,İstanbul,Beyoğlu,Gümüşsuyu,https://www.hepsiemlak.com//en/istanbul-beyoglu-gumussuyu-satilik/daire/45647-311

124468-329,2,1,120,100,2,5,2,True,1,Kagir,Doğalgaz,999000,Eskişehir,Tepebaşı,Çamlıca,https://www.hepsiemlak.com//en/eskisehir-tepebasi-camlica-satilik/daire/124468-329

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,3000000,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/mugla-marmaris-sariana-satilik/daire/124101-521

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/ankara-kecioren-atapark-satilik/daire/115614-1424

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/istanbul-kadikoy-rasimpasa-satilik/daire/692492-306

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/mersinicel-mezitli-yeni-satilik/daire/19744-21563

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/mardin-kiziltepe-tepebasi-satilik/daire/61819-321

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/ankara-mamak-tuzlucayir-satilik/daire/122845-1692

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/istanbul-kagithane-telsizler-satilik/daire/1046-3214

124101-521,3,1,125,110,Giriş Katı,23,3,True,2,Betonarme,Elektrik,,Muğla,Marmaris,Sarıana,https://www.hepsiemlak.com//en/antalya-konyaalti-uncali-satilik/daire/6953-381

119869-623,2,1,110,90,1,30,3,True,1,Betonarme,Doğalgaz,1325000,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/ankara-cankaya-ilkadim-satilik/daire/119869-623

119869-623,2,1,110,90,1,30,3,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/istanbul-bayrampasa-ismet-pasa-satilik/daire/123683-3

119869-623,2,1,110,90,1,30,3,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/tekirdag-corlu-zafer-satilik/daire/38943-1770

119869-623,2,1,110,90,1,30,3,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/45799-2691

119869-623,2,1,110,90,1,30,3,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/ankara-pursaklar-merkez-satilik/daire/1350-5594

28110-11326,1,1,70,65,1,2,4,True,1,Betonarme,Doğalgaz,1100000,Aydın,Efeler,Mesudiye,https://www.hepsiemlak.com//en/aydin-efeler-mesudiye-satilik/daire/28110-11326

28110-11326,1,1,70,65,1,2,4,True,1,Betonarme,Doğalgaz,,Aydın,Efeler,Mesudiye,https://www.hepsiemlak.com//en/ankara-altindag-hacettepe-satilik/daire/28528-1275

126490-816,3,1,130,120,En Üst Kat,20,5,True,1,Betonarme,Doğalgaz,1050000,Ankara,Sincan,Andiçen,https://www.hepsiemlak.com//en/ankara-sincan-andicen-satilik/daire/126490-816

126667-130,3,1,130,115,1,35,8,True,1,Betonarme,Doğalgaz,2495000,Ankara,Çankaya,Eti,https://www.hepsiemlak.com//en/ankara-cankaya-eti-satilik/daire/126667-130

126667-130,3,1,130,115,1,35,8,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,Eti,https://www.hepsiemlak.com//en/mugla-datca-iskele-satilik/daire/125843-26

126667-130,3,1,130,115,1,35,8,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,Eti,https://www.hepsiemlak.com//en/aydin-didim-altinkum-satilik/daire/102450-990

126667-130,3,1,130,115,1,35,8,True,1,Betonarme,Doğalgaz,,Ankara,Çankaya,Eti,https://www.hepsiemlak.com//en/istanbul-sisli-merkez-satilik/daire/33311-1114

71751-2336,1,1,55,35,3,11,3,True,1,Betonarme,Doğalgaz,895000,Eskişehir,Tepebaşı,Yenibağlar,https://www.hepsiemlak.com//en/eskisehir-tepebasi-yenibaglar-satilik/daire/71751-2336

71751-2336,1,1,55,35,3,11,3,True,1,Betonarme,Doğalgaz,,Eskişehir,Tepebaşı,Yenibağlar,https://www.hepsiemlak.com//en/ankara-cankaya-emek-satilik/daire/1145-2211

71751-2336,1,1,55,35,3,11,3,True,1,Betonarme,Doğalgaz,,Eskişehir,Tepebaşı,Yenibağlar,https://www.hepsiemlak.com//en/karaman-merkez-ahiosman-satilik/daire/33255-500

71751-2336,1,1,55,35,3,11,3,True,1,Betonarme,Doğalgaz,,Eskişehir,Tepebaşı,Yenibağlar,https://www.hepsiemlak.com//en/ankara-cankaya-yukari-bahcelievler-satilik/daire/25300-2101

32820-4161,3,1,210,190,Ara Kat,17,4,True,2,Betonarme,Doğalgaz,7750000,İstanbul,Eyüpsultan,GöktürkMerkez,https://www.hepsiemlak.com//en/istanbul-eyupsultan-gokturk-merkez-satilik/daire/32820-4161

